rule,length,size,mean_residual,delta_from_global,q_residual,n_predicates,n_operators,depth,n_splits,precision_penalty,n_terms,degree,n_tokens,complexity,I_inv,I_exp,expressiveness,pareto,score,q_perm,p_value,language,leaf_id,q_signed,expr,operator,threshold,n_ops
X > 4 AND temp > 23.7 AND RH <= 27,3,16,13627.706280722767,13065.003106200855,8.012172312778677,1,4,0,0,0.1,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.4918807166119262,8.012172312778677,0.000999000999000999,L_conj,,,,,,
day > 6 AND ISI > 8.4 AND RH <= 31.4,3,7,20190.806994464565,19628.10381994265,7.961742705040867,1,4,0,0,0.2,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.4903302939590479,7.961742705040867,0.001998001998001998,L_conj,,,,,,
RH <= 30 AND day > 6.2 AND FFMC > 92.2,3,7,20183.164626458853,19620.46145193694,7.958642733271974,1,4,0,0,0.2,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.4902348275447826,7.958642733271974,0.003996003996003996,L_conj,,,,,,
day > 6 AND temp > 24.1 AND ISI > 8.4,3,7,20131.965684768686,19569.262510246772,7.937874919720196,1,3,0,0,0.2,0,0,0,4.0,0.2,0.06081006262521797,1.0,False,0.6947680699192589,7.937874919720196,0.000999000999000999,L_conj,,,,,,
day > 6 AND DMC > 109.6 AND RH <= 29.6,3,7,20101.75947793742,19539.056303415506,7.925622383810872,1,4,0,0,0.2,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.48921678015420406,7.925622383810872,0.004995004995004995,L_conj,,,,,,
temp > 23.58 AND Y > 4 AND DC > 672.6,3,17,13014.891954031034,12452.188779509122,7.871380906400916,1,3,0,0,0.11,0,0,0,4.0,0.2,0.06081006262521797,1.0,False,0.691851982627198,7.871380906400916,0.000999000999000999,L_conj,,,,,,
RH <= 30 AND X > 5 AND temp > 24.98,3,17,12988.382048416393,12425.678873894482,7.854623244870042,1,4,0,0,0.01,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.48702060507045913,7.854623244870042,0.000999000999000999,L_conj,,,,,,
RH <= 30 AND X > 5 AND day > 6,3,7,19830.729076245832,19268.02590172392,7.815684391669225,1,4,0,0,0.0,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.4858119165716972,7.815684391669225,0.000999000999000999,L_conj,,,,,,
RH <= 30 AND X > 5 AND DMC > 117.6,3,17,12907.431994805935,12344.728820284023,7.803452425213819,1,4,0,0,0.1,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.48543160682222053,7.803452425213819,0.000999000999000999,L_conj,,,,,,
Y > 4 AND RH <= 28 AND temp > 24.78,3,17,12887.215104089139,12324.511929567227,7.790672756483062,1,4,0,0,0.01,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.48503394968324637,7.790672756483062,0.000999000999000999,L_conj,,,,,,
temp > 25.05 AND temp > 25.45 AND DMC > 220.05,3,6,14905.525757730016,14342.822583208104,5.386306016727943,1,3,0,0,0.03,0,0,0,4.0,0.2,0.06081006262521797,0.0,False,0.5723125074605784,5.386306016727943,0.00999000999000999,L_tree,18.0,,,,,
day > 6 AND temp > 24.1,2,16,9131.290569365052,8568.58739484314,5.254725018167259,1,2,0,0,0.1,1,1,0,3.0,0.25,0.12245642825298195,2.0,True,0.8021688458026454,5.254725018167259,0.005994005994005994,L_poly,,,,,,
Y > 4 AND temp > 23.8,2,40,5791.969634401316,5229.266459879404,5.070508790008478,1,2,0,0,0.1,1,1,0,3.0,0.25,0.12245642825298195,2.0,False,0.7879824844815952,5.070508790008478,0.000999000999000999,L_poly,,,,,,
day > 6 AND RH <= 27.6,2,17,8265.237052165408,7702.5338776434955,4.868989634590113,1,3,0,0,0.1,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.5441356123256057,4.868989634590113,0.01998001998001998,L_poly,,,,,,
RH <= 30 AND DMC*month > 1071,2,41,5483.817893124711,4921.114718602798,4.830990569946162,1,4,0,0,0.0,1,1,0,5.0,0.16666666666666666,0.0301973834223185,2.0,False,0.38194669071778753,4.830990569946162,0.000999000999000999,L_poly,,,,,,
DMC*month > 1061 AND RH <= 29.8,2,41,5455.156270226647,4892.453095704735,4.802853849333559,1,4,0,0,0.1,1,1,0,5.0,0.16666666666666666,0.0301973834223185,2.0,False,0.38083279691970306,4.802853849333559,0.000999000999000999,L_poly,,,,,,
temp > 23.58 AND Y > 4,2,44,5266.516949344006,4703.813774822093,4.783626135464567,1,2,0,0,0.01,1,1,0,3.0,0.25,0.12245642825298195,2.0,False,0.7653664290041771,4.783626135464567,0.000999000999000999,L_poly,,,,,,
RH <= 30 AND temp > 24.42,2,44,5175.6290692485445,4612.925894726632,4.691196107526638,1,3,0,0,0.01,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.5341085368030299,4.691196107526638,0.000999000999000999,L_poly,,,,,,
RH <= 30 AND X > 5,2,42,5280.685064237384,4717.981889715471,4.687720255983479,1,3,0,0,0.0,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.533910631413028,4.687720255983479,0.000999000999000999,L_poly,,,,,,
Y > 4 AND RH <= 28,2,42,5280.666601205247,4717.963426683335,4.687701911375179,1,3,0,0,0.0,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.5339095867270774,4.687701911375179,0.000999000999000999,L_poly,,,,,,
RH <= 30 AND DC*DMC > 8.115e+04,2,44,5103.475330398039,4540.772155876126,4.617818093970007,1,5,0,0,0.001,1,1,0,6.0,0.14285714285714285,0.014995576820477717,2.0,False,0.2631479545258128,4.617818093970007,0.000999000999000999,L_poly,,,,,,
X > 4 AND temp > 23.7,2,49,4787.946304878846,4225.243130356933,4.534511592541403,1,2,0,0,0.1,1,1,0,3.0,0.25,0.12245642825298195,2.0,False,0.7451711840203976,4.534511592541403,0.000999000999000999,L_poly,,,,,,
temp > 23.58 AND RH <= 28,2,46,4873.349598790256,4310.646424268343,4.482312068909168,1,3,0,0,0.01,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.5220820602320452,4.482312068909168,0.000999000999000999,L_poly,,,,,,
RH <= 30 AND Y > 4,2,48,4677.798401244591,4115.0952267226785,4.371004770370363,1,3,0,0,0.0,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.515558991601687,4.371004770370363,0.000999000999000999,L_poly,,,,,,
temp > 23.58 AND X > 4,2,52,4512.433041443378,3949.729866921465,4.366664626439046,1,2,0,0,0.01,1,1,0,3.0,0.25,0.12245642825298195,2.0,False,0.7312497203639583,4.366664626439046,0.000999000999000999,L_poly,,,,,,
temp > 23.58 AND wind > 3.1,2,57,4311.053870522084,3748.3506960001714,4.338687961204955,1,2,0,0,0.11,1,1,0,3.0,0.25,0.12245642825298195,2.0,False,0.728903444245787,4.338687961204955,0.000999000999000999,L_poly,,,,,,
RH <= 30 AND X > 4,2,49,4542.258487471918,3979.555312950005,4.270840551181992,1,3,0,0,0.0,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.5096175834679346,4.270840551181992,0.000999000999000999,L_poly,,,,,,
temp > 20.6 AND RH <= 27,2,50,4483.475732216924,3920.7725576950115,4.250474589035786,1,3,0,0,0.1,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.5084010483330692,4.250474589035786,0.000999000999000999,L_poly,,,,,,
DMC > 96.9 AND temp > 24.8,2,61,4112.26890300987,3549.565728487957,4.2503129888280125,1,2,0,0,0.2,1,1,0,3.0,0.25,0.12245642825298195,2.0,False,0.7214417146028741,4.2503129888280125,0.000999000999000999,L_poly,,,,,,
temp > 23.58 AND DC*month > 5585,2,42,4839.276036814309,4276.572862292396,4.249142472644446,1,3,0,0,0.01,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.5083213745899166,4.249142472644446,0.001998001998001998,L_poly,,,,,,
wind > 3.1 AND temp > 23.4,2,59,4165.07604816981,3602.372873647897,4.242242022661471,1,2,0,0,0.2,1,1,0,3.0,0.25,0.12245642825298195,2.0,False,0.7207564123057314,4.242242022661471,0.000999000999000999,L_poly,,,,,,
temp > 23.58 AND DMC*ISI <= 1041,2,22,6452.534064166263,5889.8308896443505,4.235404931764888,1,4,0,0,0.01,1,1,0,5.0,0.16666666666666666,0.0301973834223185,2.0,False,0.3576285037203873,0.26969525939062905,0.6903096903096904,L_poly,,,,,,
RH <= 30 AND day > 6.2,2,22,6436.79206579736,5874.088891275447,4.22408478713311,1,3,0,0,0.1,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.5068203433562972,4.22408478713311,0.02197802197802198,L_poly,,,,,,
DMC*ISI > 829.7 AND temp > 24.92,2,62,4048.1158388561075,3485.412664334195,4.207564883444474,1,3,0,0,0.11,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.5058283148084204,4.207564883444474,0.000999000999000999,L_poly,,,,,,
X > 4 AND RH <= 31,2,52,4363.401050127576,3800.6978756056633,4.201900770020249,1,3,0,0,0.0,1,1,0,4.0,0.2,0.06081006262521797,2.0,False,0.5054877337481919,4.201900770020249,0.000999000999000999,L_poly,,,,,,
DC > 613.6 AND temp > 24.1,2,60,4081.7253111586356,3519.022136636723,4.179057976239398,1,2,0,0,0.2,1,1,0,3.0,0.25,0.12245642825298195,2.0,False,0.7153687952604669,4.179057976239398,0.000999000999000999,L_poly,,,,,,
(temp * RH) / RH > 24.6,3,71,3537.611277714509,2974.908103192596,3.8431160693548194,1,3,0,0,0.1,0,0,9,4.0,0.2,0.06081006262521797,9.0,False,0.4834254118821725,3.8431160693548194,0.000999000999000999,L_symb,,3.8431160693548194,(temp * RH) / RH,>,24.6,2.0
temp > 24.6,1,71,3537.611277714509,2974.908103192596,3.8431160693548194,1,1,0,0,0.1,0,0,3,2.0,0.3333333333333333,0.2465969639416065,3.0,True,0.9734992320377551,3.8431160693548194,0.000999000999000999,L_symb,,3.8431160693548194,temp,>,24.6,0.0
(temp + day) > 29.3,2,72,3480.159351552054,2917.4561770301416,3.795345890417769,1,2,0,0,0.1,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.6817363872679773,3.795345890417769,0.000999000999000999,L_symb,,3.795345890417769,(temp + day),>,29.3,1.0
(temp / DMC) + temp > 24.83,3,73,3445.6651585745226,2882.96198405261,3.7764272075056544,1,3,0,0,0.01,0,0,9,4.0,0.2,0.06081006262521797,9.0,False,0.47921266154808123,3.7764272075056544,0.000999000999000999,L_symb,,3.7764272075056544,(temp / DMC) + temp,>,24.830000000000002,2.0
(temp * X) / X > 24.6,3,73,3443.400088076989,2880.696913555076,3.773460163923005,1,3,0,0,0.1,0,0,9,4.0,0.2,0.06081006262521797,9.0,False,0.47902437190807234,3.773460163923005,0.000999000999000999,L_symb,,3.773460163923005,(temp * X) / X,>,24.6,2.0
(temp * DMC) / DMC > 24.6,3,73,3440.7120734492796,2878.008898927367,3.7699391006448884,1,3,0,0,0.1,0,0,9,4.0,0.2,0.06081006262521797,9.0,False,0.4788008279060027,3.7699391006448884,0.000999000999000999,L_symb,,3.7699391006448884,(temp * DMC) / DMC,>,24.6,2.0
(temp + month) > 32.93,2,74,3396.84728085299,2834.1441063310776,3.7378215267415786,1,2,0,0,0.01,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.6765502742678341,3.7378215267415786,0.000999000999000999,L_symb,,3.7378215267415786,(temp + month),>,32.93,1.0
(temp / RH) + temp > 25.22,3,74,3394.360162666992,2831.6569881450796,3.734541381644367,1,3,0,0,0.01,0,0,9,4.0,0.2,0.06081006262521797,9.0,False,0.47654768417679044,3.734541381644367,0.000999000999000999,L_symb,,3.734541381644367,(temp / RH) + temp,>,25.22,2.0
(temp + Y) > 28.93,2,74,3388.3447549158914,2825.641580393979,3.726607938692766,1,2,0,0,0.01,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.6755346754027683,3.726607938692766,0.000999000999000999,L_symb,,3.726607938692766,(temp + Y),>,28.93,1.0
(temp * X) > 150,2,74,3330.031536750544,2767.3283622286317,3.649701333391677,1,2,0,0,0.0,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.6685277776407578,3.649701333391677,0.000999000999000999,L_symb,,3.649701333391677,(temp * X),>,150.0,1.0
(X - RH) > -22,2,65,3511.2547022665626,2948.5515277446502,3.6445689615123174,1,3,0,0,0.0,0,0,8,4.0,0.2,0.06081006262521797,8.0,False,0.47077220265377784,3.6445689615123174,0.000999000999000999,L_symb,,3.6445689615123174,(X - RH),>,-22.0,1.0
(temp * DC) > 16747.9,2,74,3319.642611162692,2756.9394366407796,3.6359998601266987,1,2,0,0,0.1,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.6672717257605462,3.6359998601266987,0.000999000999000999,L_symb,,3.6359998601266987,(temp * DC),>,16747.920000000002,1.0
(Y / RH) > 0.17,2,72,3311.96583117081,2749.262656648897,3.5765413745522823,1,2,0,0,0.01,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.6617933833355264,3.5765413745522823,0.000999000999000999,L_symb,,3.5765413745522823,(Y / RH),>,0.17,1.0
(temp * Y) > 116.23,2,74,3247.0265035129682,2684.323328991056,3.5402298356755804,1,2,0,0,0.01,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.6584253191300231,3.5402298356755804,0.000999000999000999,L_symb,,3.5402298356755804,(temp * Y),>,116.23,1.0
(Y - RH) > -23,2,67,3382.584348450265,2819.881173928353,3.538742660555446,1,3,0,0,0.0,0,0,8,4.0,0.2,0.06081006262521797,8.0,False,0.4638870151264283,3.538742660555446,0.001998001998001998,L_symb,,3.538742660555446,(Y - RH),>,-23.0,1.0
(temp + X) > 29.96,2,74,3244.6575254850923,2681.9543509631794,3.537105500166601,1,2,0,0,0.01,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.6581347171395681,3.537105500166601,0.000999000999000999,L_symb,,3.537105500166601,(temp + X),>,29.96,1.0
(X / RH) > 0.2,2,73,3210.313024159759,2647.6098496378463,3.4681365645263598,1,2,0,0,0.1,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.6516867471304488,3.4681365645263598,0.001998001998001998,L_symb,,3.4681365645263598,(X / RH),>,0.2,1.0
(RH / Y) <= 6,2,76,3138.208401014159,2575.505226492246,3.442310201007833,1,3,0,0,0.0,0,0,9,4.0,0.2,0.06081006262521797,9.0,False,0.457522785114264,3.442310201007833,0.000999000999000999,L_symb,,3.442310201007833,(RH / Y),<=,6.0,1.0
(day + month) > 15,2,32,4514.000025535581,3951.296851013668,3.426852562719279,1,2,0,0,0.0,0,0,7,3.0,0.25,0.12245642825298195,7.0,False,0.6477963607339738,3.426852562719279,0.02097902097902098,L_symb,,3.426852562719279,(day + month),>,15.0,1.0
(temp + RH) / temp <= 2.21,3,74,3155.050279801154,2592.347105279241,3.4189266499376214,1,4,0,0,0.01,0,0,11,5.0,0.16666666666666666,0.0301973834223185,11.0,False,0.32131392584347984,3.4189266499376214,0.000999000999000999,L_symb,,3.4189266499376214,(temp + RH) / temp,<=,2.21,2.0
(temp - RH) / temp > -0.21,3,74,3155.050279801154,2592.347105279241,3.4189266499376214,1,4,0,0,0.01,0,0,10,5.0,0.16666666666666666,0.0301973834223185,10.0,False,0.32131392584347984,3.4189266499376214,0.000999000999000999,L_symb,,3.4189266499376214,(temp - RH) / temp,>,-0.21,2.0
(RH / temp) <= 1.21,2,74,3155.050279801154,2592.347105279241,3.4189266499376214,1,3,0,0,0.01,0,0,9,4.0,0.2,0.06081006262521797,9.0,False,0.45596616507558263,3.4189266499376214,0.000999000999000999,L_symb,,3.4189266499376214,(RH / temp),<=,1.21,1.0
(temp - RH) > -4.87,2,74,3147.585119821694,2584.8819452997814,3.4090811958516904,1,3,0,0,0.01,0,0,8,4.0,0.2,0.06081006262521797,8.0,False,0.4553091707995725,3.4090811958516904,0.000999000999000999,L_symb,,3.4090811958516904,(temp - RH),>,-4.87,1.0
(RH - temp) <= 4.87,2,74,3147.585119821694,2584.8819452997814,3.4090811958516904,1,3,0,0,0.01,0,0,9,4.0,0.2,0.06081006262521797,9.0,False,0.4553091707995725,3.4090811958516904,0.000999000999000999,L_symb,,3.4090811958516904,(RH - temp),<=,4.87,1.0
(RH / X) <= 5,2,76,3091.286235668979,2528.5830611470665,3.37959604039979,1,3,0,0,0.0,0,0,9,4.0,0.2,0.06081006262521797,9.0,False,0.45333590952476943,3.37959604039979,0.001998001998001998,L_symb,,3.37959604039979,(RH / X),<=,5.0,1.0
temp <= 25.05 AND DMC <= 103.55 AND temp <= 24.15 AND ISI <= 11.05,4,194,20.083665554792265,-542.6195089671204,1.1587160994099461,1,8,0,0,0.04,0,0,0,9.0,0.1,0.0018363047770289071,0.0,False,0.04612760462637082,1.1587160994099461,0.0969030969030969,L_tree,4.0,,,,,
temp <= 25.05 AND DMC > 103.55 AND DC > 434.65 AND Y > 2.5,4,189,83.45628766979657,-479.24688685211606,1.010115358982159,1,5,0,0,0.13,0,0,0,6.0,0.14285714285714285,0.014995576820477717,0.0,False,0.12307421526526745,1.010115358982159,0.1848151848151848,L_tree,11.0,,,,,
temp <= 25.05 AND DMC <= 103.55 AND temp <= 24.15 AND ISI > 11.05,4,31,64.26587789439273,-498.4372966275199,0.42547314251727403,1,7,0,0,0.04,0,0,0,8.0,0.1111111111111111,0.003697863716482932,0.0,False,0.03966537149772581,0.42547314251727403,0.4075924075924076,L_tree,5.0,,,,,
temp > 25.05 AND temp > 25.45 AND DMC <= 220.05 AND DMC <= 186.25,4,46,246.5253092572786,-316.177865264634,0.3287692197204859,1,6,0,0,0.04,0,0,0,7.0,0.125,0.007446583070924344,0.0,False,0.04947936242325255,0.3287692197204859,0.8151848151848152,L_tree,16.0,,,,,
temp > 25.05 AND temp > 25.45 AND DMC <= 220.05 AND DMC > 186.25,4,7,1322.8193503630125,760.1161758410999,0.30832572893962407,1,5,0,0,0.04,0,0,0,6.0,0.14285714285714285,0.014995576820477717,0.0,False,0.06799648633601535,0.30832572893962407,0.061938061938061936,L_tree,17.0,,,,,
temp <= 25.05 AND DMC > 103.55 AND DC <= 434.65,3,6,1228.0910001385164,665.3878256166038,0.24987985647763591,1,5,0,0,0.03,0,0,0,6.0,0.14285714285714285,0.014995576820477717,0.0,False,0.061213500011846535,0.24987985647763591,0.04695304695304695,L_tree,8.0,,,,,
temp <= 25.05 AND DMC <= 103.55 AND temp > 24.15,3,7,233.29421957142944,-329.4089549504832,0.1336180696877834,1,5,0,0,0.03,0,0,0,6.0,0.14285714285714285,0.014995576820477717,0.0,False,0.04476248461163769,0.1336180696877834,0.8461538461538461,L_tree,6.0,,,,,
temp <= 25.05 AND DMC > 103.55 AND DC > 434.65 AND Y <= 2.5,4,25,409.1745165122234,-153.5286580096892,0.1176901808713955,1,6,0,0,0.13,0,0,0,7.0,0.125,0.007446583070924344,0.0,False,0.02960387995670429,0.1176901808713955,0.9410589410589411,L_tree,10.0,,,,,
