rule,length,size,mean_residual,delta_from_global,q_residual,n_predicates,n_operators,depth,n_splits,precision_penalty,n_terms,degree,n_tokens,complexity,I_inv,I_exp,expressiveness,pareto,score,q_perm,p_value
origin > 2 AND horsepower > 65 AND acceleration <= 14.2,3,13,6.34973284615387,5.276091014495578,6.61875791331962,1,4,0,0,0.1,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.4470672997301607,6.61875791331962,0.000999000999000999
acceleration <= 17.76 AND model > 79 AND weight > 2798,3,13,6.335103384615389,5.261461552957097,6.600405526285469,1,4,0,0,0.01,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.44644705892191994,6.600405526285469,0.000999000999000999
cylinders > 4 AND model > 78 AND horsepower <= 88,3,7,8.17092342857139,7.097281596913098,6.533315013082512,1,4,0,0,0.0,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.4441722846698592,6.533315013082512,0.001998001998001998
origin <= 2 AND model > 79 AND cylinders > 4,3,11,6.683530090909079,5.609888259250787,6.473558772786655,1,4,0,0,0.0,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.4421363323328589,6.473558772786655,0.000999000999000999
acceleration <= 14.8 AND model > 79 AND origin > 1,3,12,6.432674333333346,5.359032501675054,6.459063525051286,1,4,0,0,0.1,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.4416410508717298,6.459063525051286,0.000999000999000999
origin > 2 AND displacement <= 91 AND weight > 2058,3,7,8.048609285714225,6.974967454055933,6.420720237895825,1,4,0,0,0.0,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.44032823083602113,6.420720237895825,0.000999000999000999
model > 80 AND cylinders > 4 AND horsepower <= 112,3,9,7.132993444444462,6.05935161278617,6.3247003012778915,1,4,0,0,0.0,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.4370233403709026,6.3247003012778915,0.000999000999000999
model > 77 AND acceleration <= 14.4 AND origin > 1,3,11,6.541403727272766,5.4677618956144745,6.30955134061634,1,4,0,0,0.1,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.4364996461114205,6.30955134061634,0.000999000999000999
model > 77 AND origin > 2 AND acceleration <= 14.5,3,10,6.802591200000035,5.728949368341743,6.303293445700084,1,4,0,0,0.1,0,0,0,5.0,0.16666666666666666,0.0301973834223185,1.0,False,0.4362831294047394,6.303293445700084,0.000999000999000999
acceleration <= 13.5 AND displacement <= 173 AND origin > 2.4,3,8,7.769614125000011,6.695972293341719,6.589480593837739,1,5,0,0,0.2,0,0,0,6.0,0.14285714285714285,0.014995576820477717,1.0,False,0.31434545082113236,6.589480593837739,0.000999000999000999
