rule,length,size,mean_residual,delta_from_global,q_residual,n_predicates,n_operators,depth,n_splits,precision_penalty,n_terms,degree,n_tokens,complexity,I_inv,I_exp,expressiveness,pareto,score,q_perm,p_value,language,leaf_id,q_signed,expr,operator,threshold,n_ops,dataset
timbre_cov_3_3 > 38.78 AND timbre_avg_6 > -5.45 AND timbre_avg_3 > 15.46,3,49462,26.41316686175246,14.850448918633472,117.67599507789252,1,4,0,0,0.03,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,1.8850748374984971,117.6782896209115,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_6 > -8.1 AND timbre_avg_1 <= 43.48 AND timbre_avg_3 > -7.37,3,74199,23.685412006900364,12.122694063781376,117.6550660192399,1,6,0,0,0.12,0,0,0,7.0,0.125,0.0074465830709243,1.0,False,0.9360172128905312,117.6550660192399,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_3 > 17.88 AND timbre_avg_6 > -8.77 AND timbre_avg_1 <= 46.85,3,65949,24.40415000369646,12.841432060577471,117.49787880168188,1,5,0,0,0.03,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,1.3273840694440329,117.48988950418504,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_1*timbre_avg_6 > -339.6 AND timbre_avg_3*timbre_cov_3_3 > 2766,2,41228,27.771957858736783,16.209239915617793,117.26576596382654,1,5,0,0,0.1,2,1,0,6.0,0.1428571428571428,0.0149955768204777,3.0,False,1.3260723215280237,117.26079397326626,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_6 > -8.1 AND timbre_avg_3*timbre_cov_3_3 > 2701,2,41228,27.759064972833997,16.196347029715007,117.1724923650184,1,4,0,0,0.1,2,1,0,5.0,0.1666666666666666,0.0301973834223185,3.0,False,1.8810376600416985,117.17403159254054,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_3*timbre_cov_3_3 > 437.5 AND timbre_avg_1*timbre_avg_6 > -275.8,2,82455,22.98193284208087,11.41921489896188,116.83076075626155,1,5,0,0,0.2,2,1,0,6.0,0.1428571428571428,0.0149955768204777,3.0,False,1.323610459279985,116.82443794225128,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_6 > -8.1 AND timbre_avg_3 > 16.18 AND timbre_cov_3_3 > 54.4,3,49472,26.29179287058898,14.729074927469991,116.72601686562464,1,4,0,0,0.21,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,1.877450475152749,116.72601686562464,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_3 > 17.88 AND timbre_avg_6 > -8.77 AND timbre_cov_3_3 > 53.21,3,49479,26.26978628294383,14.707068339824842,116.55986289622976,1,4,0,0,0.03,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,1.8761137682801452,116.5478835853027,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_2 <= -3.592 AND timbre_avg_6 > -5.9 AND timbre_avg_3 > -0.61,3,49474,26.257948667538056,14.695230724419067,116.46015991739796,1,7,0,0,0.111,0,0,0,8.0,0.1111111111111111,0.0036978637164829,1.0,False,0.6562421807338703,116.46015991739796,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_3 > 2.662 AND timbre_avg_6 > -9.07 AND timbre_avg_1 <= 46.97,3,98943,21.939432784581925,10.376714841462936,116.29602745031748,1,5,0,0,0.0209999999999999,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,1.3205779089276106,116.29602745031748,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_3 > 17.88 AND timbre_avg_1 <= 47.29 AND timbre_avg_6 > -10.18,3,74216,23.529535664732375,11.966817721613388,116.15553468956658,1,5,0,0,0.03,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,1.3197799981667626,116.14840376156074,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_1 <= 42.73 AND timbre_avg_6 > -9.91 AND timbre_avg_3 > -8.27,3,74213,23.52122267931495,11.95850473619596,116.07249891730292,1,6,0,0,0.03,0,0,0,7.0,0.125,0.0074465830709243,1.0,False,0.9297007612331358,116.09773174239491,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_3 > 2.662 AND timbre_avg_6 > -9.07 AND timbre_cov_3_3 > 18.98,3,98978,21.902168957685323,10.339451014566334,115.89889025947494,1,4,0,0,0.0209999999999999,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,1.87078679367441,115.89889025947494,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_6 > -8.1 AND timbre_avg_3 > -1.13 AND timbre_avg_1 <= 46.81,3,98972,21.90111625099804,10.338398307879052,115.88357750081138,1,6,0,0,0.12,0,0,0,7.0,0.125,0.0074465830709243,1.0,False,0.9289438553624708,115.88357750081138,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_1*timbre_avg_6 > -609.1 AND timbre_avg_3*timbre_cov_3_3 > 2360,2,61842,24.615128866753633,13.052410923634644,115.64982018540492,1,5,0,0,0.1,2,1,0,6.0,0.1428571428571428,0.0149955768204777,3.0,False,1.3169038548294534,115.64282601956626,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_6 > -8.1 AND timbre_avg_3 > -1.13 AND timbre_cov_3_3 > 20.68,3,98955,21.880780934593165,10.318062991474177,115.6457047476653,1,5,0,0,0.12,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,1.31688042338775,115.6457047476653,0.0009990009990009,L_conj,,,,,,,msd
timbre_cov_3_3 > 38.78 AND timbre_avg_6 > -5.45 AND timbre_avg_3 > -2.72,3,74188,23.476498358141185,11.913780415022195,115.61891340445018,1,5,0,0,0.03,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,1.316727875400454,115.6205948693468,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_6 > -8.1 AND timbre_avg_3 > 16.18 AND timbre_avg_2 <= 7.36,3,49467,26.149669337008064,14.586951393889075,115.59386439312031,1,5,0,0,0.12,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,1.3165852321376386,115.59386439312031,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_1 <= 42.73 AND timbre_avg_3 > -10.64 AND timbre_avg_6 > -9.22,3,74192,23.4709368759435,11.908218932824512,115.5680566587631,1,6,0,0,0.03,0,0,0,7.0,0.125,0.0074465830709243,1.0,False,0.927678357112405,115.59489706832252,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_3 > 17.88 AND timbre_cov_3_3 > 57.29 AND timbre_avg_6 > -9.53,3,49483,26.123426372567913,14.560708429448924,115.40456195694811,1,4,0,0,0.03,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,1.866792919983005,115.39265345166942,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_1 <= 45.68 AND timbre_avg_6 > -4.52 AND timbre_avg_3 > 14.83,3,49496,26.10412401034428,14.54140606722529,115.26671447409718,1,5,0,0,0.03,0,0,0,6.0,0.1428571428571428,0.0149955768204777,1.0,False,1.3147208341470804,115.31319496332894,0.0009990009990009,L_conj,,,,,,,msd
timbre_avg_3*timbre_cov_3_3 > 437.5 AND timbre_avg_6 > -6.54,2,82469,22.806199814400298,11.243481871281306,115.04258952534792,1,4,0,0,0.11,2,1,0,5.0,0.1666666666666666,0.0301973834223185,3.0,False,1.8638629739853017,115.0404589642724,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_6 > -14.06 AND timbre_avg_3*timbre_cov_3_3 > 2290,2,61841,24.51441652589347,12.95169858277448,114.75653888900712,1,4,0,0,0.01,2,1,0,5.0,0.1666666666666666,0.0301973834223185,3.0,False,1.8615443064965045,114.7592650490506,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_1*timbre_avg_6 > -339.6 AND timbre_avg_3*timbre_cov_1_12 > 4299,2,82455,22.77551916553002,11.212801222411032,114.71892845646616,1,5,0,0,0.1,2,2,0,6.0,0.1428571428571428,0.0149955768204777,4.0,False,1.3115931169504609,114.7201224488292,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_3*timbre_cov_1_12 > 4012 AND timbre_avg_1*timbre_avg_6 > -322.3,2,82455,22.72850186033325,11.16578391721426,114.23789122374473,1,5,0,0,0.1,2,2,0,6.0,0.1428571428571428,0.0149955768204777,4.0,False,1.308840354533371,114.24281393783522,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_3*timbre_cov_3_3 > 1758 AND timbre_avg_1*timbre_avg_6 > -696.1,2,82455,22.689914417485635,11.127196474366649,113.84310048345176,1,5,0,0,0.1,2,1,0,6.0,0.1428571428571428,0.0149955768204777,3.0,False,1.3065768093690338,113.85612654459749,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_1*timbre_avg_6 > -339.6 AND timbre_avg_3 > 15.55,2,82434,22.64106144423148,11.07834350111249,113.32884810602371,1,4,0,0,0.11,2,1,0,5.0,0.1666666666666666,0.0301973834223185,3.0,False,1.849928290250001,113.32884810602371,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_6*timbre_cov_1_12 > 13.29 AND timbre_avg_3*timbre_cov_3_3 > 989.2,2,41228,27.18814060871253,15.625422665593542,113.0421393555841,1,4,0,0,0.11,1,2,0,5.0,0.1666666666666666,0.0301973834223185,3.0,False,1.8475867570968711,113.045529209498,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_6 > 0.04687 AND timbre_avg_3*timbre_cov_3_3 > 988.5,2,41227,27.18143834661751,15.618720403498523,112.99228147308736,1,3,0,0,0.10001,1,1,0,4.0,0.2,0.0608100626252179,2.0,True,2.6212721553750766,112.98888664973497,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_1*timbre_avg_6 > 1.895 AND timbre_avg_3*timbre_cov_3_3 > 988.4,2,41228,27.17976578335112,15.617047840232134,112.98155167127987,1,4,0,0,0.101,1,1,0,5.0,0.1666666666666666,0.0301973834223185,2.0,False,1.8470915612026733,112.98155167127987,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_3 > 17.88 AND timbre_avg_1*timbre_avg_6 > -380.1,2,82453,22.5980851696576,11.03536722653861,112.9022199481931,1,4,0,0,0.11,2,1,0,5.0,0.1666666666666666,0.0301973834223185,3.0,False,1.8464429655438923,112.89334721913686,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_6*timbre_cov_1_12 > -1936 AND timbre_avg_3*timbre_cov_3_3 > 2499,2,41228,27.16159577902828,15.598877835909294,112.85010075281758,1,5,0,0,0.0,2,2,0,6.0,0.1428571428571428,0.0149955768204777,4.0,False,1.3008660019531322,112.85022274018162,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_6 > -8.1 AND timbre_avg_3*timbre_cov_1_12 > 4412,2,82455,22.557159211615765,10.994441268496775,112.4848729841566,1,4,0,0,0.1,2,2,0,5.0,0.1666666666666666,0.0301973834223185,4.0,False,1.843027085724291,112.49232747226088,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_3*timbre_cov_1_12 > 4012 AND timbre_avg_6 > -7.54,2,82421,22.519473069894534,10.95675512677555,112.07618927680772,1,4,0,0,0.01,2,2,0,5.0,0.1666666666666666,0.0301973834223185,4.0,False,1.8396759660614432,112.07685259280868,0.0009990009990009,L_poly,,,,,,,msd
timbre_avg_3*timbre_cov_1_12 > 8582 AND timbre_avg_1*timbre_avg_6 > -464.6,2,61841,24.205254032114617,12.642536088995628,112.01725202917076,1,5,0,0,0.1,2,2,0,6.0,0.1428571428571428,0.0149955768204777,4.0,False,1.2960568305526745,112.0272476397669,0.0009990009990009,L_poly,,,,,,,msd
(timbre_avg_6 + timbre_avg_3) > 33.77,2,73605,22.244490470756062,10.681772527637074,103.25460850535949,1,2,0,0,0.01,0,0,9,3.0,0.25,0.1224564282529819,9.0,True,3.5558670613826795,103.25460850535949,0.0009990009990009,L_symb,,103.25460850535949,(timbre_avg_6 + timbre_avg_3),>,33.77,1.0,msd
(timbre_avg_3 * timbre_cov_3_3) > 2596.64,2,73621,21.748981301530815,10.186263358411829,98.47550509717948,1,2,0,0,0.01,0,0,10,3.0,0.25,0.1224564282529819,10.0,False,3.472601132380296,98.47550509717948,0.0009990009990009,L_symb,,98.47550509717948,(timbre_avg_3 * timbre_cov_3_3),>,2596.64,1.0,msd
(timbre_avg_3 + timbre_cov_6_6) > 49.59,2,73612,21.668815900940068,10.10609795782108,97.6945356137773,1,2,0,0,0.01,0,0,10,3.0,0.25,0.1224564282529819,10.0,False,3.458803823736887,97.6945356137773,0.0009990009990009,L_symb,,97.6945356137773,(timbre_avg_3 + timbre_cov_6_6),>,49.59,1.0,msd
timbre_avg_6 > -8.76 AND timbre_avg_3 > 26.79 AND timbre_avg_2 <= -54.36 AND timbre_cov_7_10 <= -104.34,4,7055,43.39181763288448,31.829099689765492,95.25446104174016,1,9,0,0,0.04,0,0,0,10.0,0.0909090909090909,0.0009118819655545,0.0,True,0.2947216062024942,95.25446104174016,0.0009990009990009,L_tree,26.0,,,,,,msd
(timbre_avg_2 - timbre_avg_3) <= -65.7,2,73624,21.40741413684548,9.84469619372649,95.17535020467076,1,4,0,0,0.1,0,0,12,5.0,0.1666666666666666,0.0301973834223185,12.0,False,1.695301313184144,95.17535020467076,0.0009990009990009,L_symb,,95.17535020467076,(timbre_avg_2 - timbre_avg_3),<=,-65.7,1.0,msd
(timbre_avg_3 - timbre_avg_2) > 65.7,2,73624,21.40741413684548,9.84469619372649,95.17535020467076,1,2,0,0,0.1,0,0,9,3.0,0.25,0.1224564282529819,9.0,False,3.4139176094028247,95.17535020467076,0.0009990009990009,L_symb,,95.17535020467076,(timbre_avg_3 - timbre_avg_2),>,65.7,1.0,msd
(timbre_avg_6 - timbre_avg_1) > -45.46,2,147227,18.461988471652617,6.899270528533629,94.32121064109886,1,3,0,0,0.01,0,0,10,4.0,0.2,0.0608100626252179,10.0,False,2.3949277078800515,94.32121064109886,0.0009990009990009,L_symb,,94.32121064109886,(timbre_avg_6 - timbre_avg_1),>,-45.46,1.0,msd
(timbre_avg_1 - timbre_avg_6) <= 45.46,2,147227,18.461988471652617,6.899270528533629,94.32121064109886,1,3,0,0,0.01,0,0,11,4.0,0.2,0.0608100626252179,11.0,False,2.3949277078800515,94.32121064109886,0.0009990009990009,L_symb,,94.32121064109886,(timbre_avg_1 - timbre_avg_6),<=,45.46,1.0,msd
(timbre_avg_6 - timbre_avg_1) > -36.79,2,73589,21.27560907608474,9.712891132965751,93.87877895006608,1,3,0,0,0.01,0,0,10,4.0,0.2,0.0608100626252179,10.0,False,2.389304172166556,93.87877895006608,0.0009990009990009,L_symb,,93.87877895006608,(timbre_avg_6 - timbre_avg_1),>,-36.79,1.0,msd
(timbre_avg_1 - timbre_avg_6) <= 36.79,2,73589,21.27560907608474,9.712891132965751,93.87877895006608,1,3,0,0,0.01,0,0,11,4.0,0.2,0.0608100626252179,11.0,False,2.389304172166556,93.87877895006608,0.0009990009990009,L_symb,,93.87877895006608,(timbre_avg_1 - timbre_avg_6),<=,36.79,1.0,msd
(timbre_avg_6 - timbre_avg_7) > 14.05,2,73617,21.24367114117663,9.680953198057646,93.58788631370447,1,2,0,0,0.01,0,0,9,3.0,0.25,0.1224564282529819,9.0,False,3.3853269097270924,93.58788631370447,0.0009990009990009,L_symb,,93.58788631370447,(timbre_avg_6 - timbre_avg_7),>,14.05,1.0,msd
(timbre_avg_7 - timbre_avg_6) <= -14.05,2,73617,21.24367114117663,9.680953198057646,93.58788631370447,1,4,0,0,0.01,0,0,12,5.0,0.1666666666666666,0.0301973834223185,12.0,False,1.6811035919000614,93.58788631370447,0.0009990009990009,L_symb,,93.58788631370447,(timbre_avg_7 - timbre_avg_6),<=,-14.05,1.0,msd
(timbre_avg_2 - timbre_avg_3) <= -31.9,2,147252,18.342477570272575,6.77975962715359,92.69522397127976,1,4,0,0,0.1,0,0,12,5.0,0.1666666666666666,0.0301973834223185,12.0,False,1.673067009918737,92.69522397127976,0.0009990009990009,L_symb,,92.69522397127976,(timbre_avg_2 - timbre_avg_3),<=,-31.9,1.0,msd
(timbre_avg_3 - timbre_avg_2) > 31.9,2,147252,18.342477570272575,6.77975962715359,92.69522397127976,1,2,0,0,0.1,0,0,9,3.0,0.25,0.1224564282529819,9.0,False,3.369143221003392,92.69522397127976,0.0009990009990009,L_symb,,92.69522397127976,(timbre_avg_3 - timbre_avg_2),>,31.9,1.0,msd
(timbre_avg_3 + timbre_cov_6_6) > 27.64,2,147256,18.22745084627301,6.66473290315402,91.12377635663786,1,2,0,0,0.01,0,0,10,3.0,0.25,0.1224564282529819,10.0,False,3.3404628693576877,91.12377635663786,0.0009990009990009,L_symb,,91.12377635663786,(timbre_avg_3 + timbre_cov_6_6),>,27.64,1.0,msd
(timbre_avg_3 - timbre_avg_7) > 46.43,2,73629,20.760018202067123,9.197300258948134,88.91955416690116,1,2,0,0,0.01,0,0,9,3.0,0.25,0.1224564282529819,9.0,False,3.2998137834014627,88.91955416690116,0.0009990009990009,L_symb,,88.91955416690116,(timbre_avg_3 - timbre_avg_7),>,46.43,1.0,msd
(timbre_avg_7 - timbre_avg_3) <= -46.43,2,73629,20.760018202067123,9.197300258948134,88.91955416690116,1,4,0,0,0.01,0,0,12,5.0,0.1666666666666666,0.0301973834223185,12.0,False,1.6386390300854954,88.91955416690116,0.0009990009990009,L_symb,,88.91955416690116,(timbre_avg_7 - timbre_avg_3),<=,-46.43,1.0,msd
(timbre_avg_6 + timbre_avg_3) > 16.44,2,147229,18.063156278824337,6.500438335705349,88.86930516606687,1,2,0,0,0.01,0,0,9,3.0,0.25,0.1224564282529819,9.0,False,3.2988812788520936,88.86930516606687,0.0009990009990009,L_symb,,88.86930516606687,(timbre_avg_6 + timbre_avg_3),>,16.44,1.0,msd
(timbre_avg_1 + timbre_avg_7) <= 24.45,2,73594,20.613715370818277,9.050997427699288,87.48429699875956,1,3,0,0,0.01,0,0,11,4.0,0.2,0.0608100626252179,11.0,False,2.306496386127179,87.48429699875956,0.0009990009990009,L_symb,,87.48429699875956,(timbre_avg_1 + timbre_avg_7),<=,24.45,1.0,msd
(timbre_avg_6 - timbre_avg_1) > -51.62,2,220868,16.746990138960825,5.184272195841837,86.80938023003684,1,3,0,0,0.01,0,0,10,4.0,0.2,0.0608100626252179,10.0,False,2.297582174427043,86.80938023003684,0.0009990009990009,L_symb,,86.80938023003684,(timbre_avg_6 - timbre_avg_1),>,-51.620000000000005,1.0,msd
(timbre_avg_1 - timbre_avg_6) <= 51.62,2,220868,16.746990138960825,5.184272195841837,86.80938023003684,1,3,0,0,0.01,0,0,11,4.0,0.2,0.0608100626252179,11.0,False,2.297582174427043,86.80938023003684,0.0009990009990009,L_symb,,86.80938023003684,(timbre_avg_1 - timbre_avg_6),<=,51.620000000000005,1.0,msd
(timbre_avg_1 - timbre_avg_3) <= 3.18,2,73635,20.52108250424391,8.958364561124922,86.61305122176236,1,3,0,0,0.01,0,0,11,4.0,0.2,0.0608100626252179,11.0,False,2.294982585763252,86.61305122176236,0.0009990009990009,L_symb,,86.61305122176236,(timbre_avg_1 - timbre_avg_3),<=,3.18,1.0,msd
(timbre_avg_3 - timbre_avg_1) > -3.18,2,73635,20.52108250424391,8.958364561124922,86.61305122176236,1,3,0,0,0.01,0,0,10,4.0,0.2,0.0608100626252179,10.0,False,2.294982585763252,86.61305122176236,0.0009990009990009,L_symb,,86.61305122176236,(timbre_avg_3 - timbre_avg_1),>,-3.18,1.0,msd
(timbre_avg_3 / timbre_avg_1) > 0.93,2,73333,20.452140527456944,8.889422584337956,85.7700649096407,1,2,0,0,0.01,0,0,9,3.0,0.25,0.1224564282529819,9.0,False,3.240848006288018,85.7700649096407,0.0009990009990009,L_symb,,85.7700649096407,(timbre_avg_3 / timbre_avg_1),>,0.93,1.0,msd
(timbre_avg_6 - timbre_avg_7) > 2.87,2,147209,17.819713765661977,6.256995822542988,85.53532441243443,1,2,0,0,0.01,0,0,9,3.0,0.25,0.1224564282529819,9.0,False,3.236410097161176,85.53532441243443,0.0009990009990009,L_symb,,85.53532441243443,(timbre_avg_6 - timbre_avg_7),>,2.87,1.0,msd
(timbre_avg_7 - timbre_avg_6) <= -2.87,2,147209,17.819713765661977,6.256995822542988,85.53532441243443,1,4,0,0,0.01,0,0,12,5.0,0.1666666666666666,0.0301973834223185,12.0,False,1.6071536912923674,85.53532441243443,0.0009990009990009,L_symb,,85.53532441243443,(timbre_avg_7 - timbre_avg_6),<=,-2.87,1.0,msd
timbre_avg_6 > -8.76 AND timbre_avg_3 > 26.79 AND timbre_avg_2 > -54.36 AND timbre_cov_3_3 > 37.2,4,31870,24.131997066206463,12.569279123087478,79.94915223867694,1,6,0,0,0.13,0,0,0,7.0,0.125,0.0074465830709243,0.0,True,0.7715879752790895,79.93108245053519,0.0009990009990009,L_tree,30.0,,,,,,msd
timbre_avg_6 <= -8.76 AND timbre_avg_1 > 42.61 AND timbre_avg_6 <= -15.95 AND timbre_avg_1 > 49.36,4,55102,4.096759679807951,-7.465958263311037,62.44270374624865,1,8,0,0,0.04,0,0,0,9.0,0.1,0.0018363047770289,0.0,False,0.338620488423009,62.40913010919302,0.0009990009990009,L_tree,12.0,,,,,,msd
timbre_avg_6 > -8.76 AND timbre_avg_3 <= 26.79 AND timbre_avg_1 <= 40.38 AND timbre_avg_3 > -16.76,4,28974,21.703517398357153,10.140799455238165,61.50194954696321,1,8,0,0,0.04,0,0,0,9.0,0.1,0.0018363047770289,0.0,False,0.3360600002226974,61.461724272074115,0.0009990009990009,L_tree,20.0,,,,,,msd
timbre_avg_6 <= -8.76 AND timbre_avg_1 > 42.61 AND timbre_avg_6 <= -15.95 AND timbre_avg_1 <= 49.36,4,73054,6.50700664904351,-5.055711294075478,48.68741607254576,1,9,0,0,0.04,0,0,0,10.0,0.0909090909090909,0.0009118819655545,0.0,False,0.2107063754754553,48.66404696333969,0.0009990009990009,L_tree,11.0,,,,,,msd
timbre_avg_6 <= -8.76 AND timbre_avg_1 > 42.61 AND timbre_avg_6 > -15.95 AND timbre_cov_1_11 > 214.01,4,40892,6.306294611885508,-5.2564233312334805,37.87232530267954,1,7,0,0,0.04,0,0,0,8.0,0.1111111111111111,0.0036978637164829,0.0,False,0.3742281357616195,37.79626675566546,0.0009990009990009,L_tree,15.0,,,,,,msd
timbre_avg_6 > -8.76 AND timbre_avg_3 <= 26.79 AND timbre_avg_1 > 40.38 AND timbre_cov_1_8 > 683.75,4,38360,6.4293005402270875,-5.133417402891901,35.82270184636308,1,6,0,0,0.04,0,0,0,7.0,0.125,0.0074465830709243,0.0,False,0.516484970859654,35.81896906328218,0.0009990009990009,L_tree,23.0,,,,,,msd
timbre_avg_6 > -8.76 AND timbre_avg_3 > 26.79 AND timbre_avg_2 <= -54.36 AND timbre_cov_7_10 > -104.34,4,5962,24.185026568265677,12.622308625146688,34.72539873638425,1,8,0,0,0.04,0,0,0,9.0,0.1,0.0018363047770289,0.0,False,0.2525201290666864,34.71076972283917,0.0009990009990009,L_tree,27.0,,,,,,msd
timbre_avg_6 <= -8.76 AND timbre_avg_1 <= 42.61 AND timbre_cov_7_10 <= -23.93 AND timbre_cov_6_10 > 15.76,4,16217,18.766968119874207,7.2042501767552185,32.68786117072613,1,9,0,0,0.04,0,0,0,10.0,0.0909090909090909,0.0009118819655545,0.0,False,0.1726484031033443,32.67486404861879,0.0009990009990009,L_tree,5.0,,,,,,msd
timbre_avg_6 <= -8.76 AND timbre_avg_1 <= 42.61 AND timbre_cov_7_10 > -23.93 AND timbre_avg_3 <= -7.14,4,27904,7.754816065797021,-3.8079018773219673,22.6637327891281,1,10,0,0,0.04,0,0,0,11.0,0.0833333333333333,0.0004528271828867,0.0,False,0.1013052529368542,22.677685576324695,0.0009990009990009,L_tree,7.0,,,,,,msd
timbre_avg_6 > -8.76 AND timbre_avg_3 > 26.79 AND timbre_avg_2 > -54.36 AND timbre_cov_3_3 <= 37.2,4,16649,15.835501861973691,4.272783918854703,19.64343651873829,1,7,0,0,0.13,0,0,0,8.0,0.1111111111111111,0.0036978637164829,0.0,False,0.269515771652937,19.637596170666647,0.0009990009990009,L_tree,29.0,,,,,,msd
timbre_avg_6 > -8.76 AND timbre_avg_3 <= 26.79 AND timbre_avg_1 > 40.38 AND timbre_cov_1_8 <= 683.75,4,60774,12.678097706346705,1.1153797632277165,9.797023098963006,1,7,0,0,0.04,0,0,0,8.0,0.1111111111111111,0.0036978637164829,0.0,False,0.1903366918048132,9.802957353991838,0.0009990009990009,L_tree,22.0,,,,,,msd
timbre_avg_6 > -8.76 AND timbre_avg_3 <= 26.79 AND timbre_avg_1 <= 40.38 AND timbre_avg_3 <= -16.76,4,26905,13.090796528526296,1.5280785854073091,8.930476835891877,1,9,0,0,0.04,0,0,0,10.0,0.0909090909090909,0.0009118819655545,0.0,False,0.0902415689715785,8.952677596368572,0.0009990009990009,L_tree,19.0,,,,,,msd
timbre_avg_6 <= -8.76 AND timbre_avg_1 <= 42.61 AND timbre_cov_7_10 <= -23.93 AND timbre_cov_6_10 <= 15.76,4,18602,12.756930152671757,1.1942122095527683,5.803283508021625,1,10,0,0,0.04,0,0,0,11.0,0.0833333333333333,0.0004528271828867,0.0,False,0.051262896157268,5.786118383930954,0.0009990009990009,L_tree,4.0,,,,,,msd
timbre_avg_6 <= -8.76 AND timbre_avg_1 > 42.61 AND timbre_avg_6 > -15.95 AND timbre_cov_1_11 <= 214.01,4,41451,10.845857428839006,-0.7168605142799827,5.200135093225749,1,8,0,0,0.04,0,0,0,9.0,0.1,0.0018363047770289,0.0,False,0.097719153255061,5.281240775047254,0.0009990009990009,L_tree,14.0,,,,,,msd
timbre_avg_6 <= -8.76 AND timbre_avg_1 <= 42.61 AND timbre_cov_7_10 > -23.93 AND timbre_avg_3 > -7.14,4,25574,12.15978383514507,0.5970658920260821,3.401997995712339,1,9,0,0,0.04,0,0,0,10.0,0.0909090909090909,0.0009118819655545,0.0,False,0.0556975818069572,3.376949422433493,0.0029970029970029,L_tree,8.0,,,,,,msd
day > 6 AND month > 8 AND ISI > 8.56,3,6,24018.55464160551,23455.8514670836,8.808614423812413,1,3,0,0,0.01,0,0,0,4.0,0.2,0.0608100626252179,1.0,True,0.7318827739149427,8.808614423812413,0.0009990009990009,L_conj,,,,,,,forestfires
RH <= 30 AND day > 6.2 AND ISI > 8.4,3,6,23543.44164953532,22980.738475013408,8.630190410479825,1,4,0,0,0.2,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.5104989410692989,8.630190410479825,0.0019980019980019,L_conj,,,,,,,forestfires
RH <= 30 AND day > 6.2 AND Y > 4,3,6,23489.391124985326,22926.687950463413,8.609892267356184,1,4,0,0,0.1,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.5098982428114553,8.609892267356184,0.0049950049950049,L_conj,,,,,,,forestfires
day > 6 AND FFMC > 92.2 AND RH <= 29.6,3,6,23451.82930745366,22889.126132931746,8.595786296052676,1,4,0,0,0.2,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.5094803770492183,8.595786296052676,0.0049950049950049,L_conj,,,,,,,forestfires
day > 6 AND RH <= 27.6 AND ISI > 8.1,3,6,23363.458802431986,22800.75562791007,8.56259962166288,1,4,0,0,0.2,0,0,0,5.0,0.1666666666666666,0.0301973834223185,1.0,False,0.508495923156866,8.56259962166288,0.0049950049950049,L_conj,,,,,,,forestfires
temp > 25.05 AND temp <= 25.45,2,6,23331.96780841477,22769.264633892857,8.550773488447913,1,3,0,0,0.02,0,0,0,4.0,0.2,0.0608100626252179,0.0,True,0.7210915831755154,8.550773488447913,0.0009990009990009,L_tree,13.0,,,,,,forestfires
